mission,object_name,disposition,period,planet_radius,star_temp,star_radius,star_mass,discovery_facility
Kepler,K05274.01,CONFIRMED,55.7583803,1.59,5413.0,1.403,0.918,Kepler
Kepler,K05276.01,FALSE POSITIVE,220.720142,2.0,5150.0,0.696,0.77,Kepler
Kepler,K05277.01,FALSE POSITIVE,634.84739,20.5,5048.0,8.611,2.571,Kepler
Kepler,K05278.01,FALSE POSITIVE,281.5921577,7.22,5330.0,0.713,0.797,Kepler
Kepler,K05279.01,CONFIRMED,103.722152,1.95,5784.0,1.143,1.019,Kepler
Kepler,K05280.01,FALSE POSITIVE,0.650701055,281.62,10921.0,3.701,3.235,Kepler
Kepler,K05281.01,CONFIRMED,263.90141,23.91,5094.0,6.247,1.902,Kepler
Kepler,K05282.01,FALSE POSITIVE,59.742966,16.91,5059.0,7.322,1.454,Kepler
Kepler,K05284.01,CONFIRMED,389.316341,27.61,5731.0,0.958,0.921,Kepler
Kepler,K05285.01,CONFIRMED,405.32064,1.34,4694.0,0.574,0.575,Kepler
Kepler,K05286.01,CONFIRMED,342.830882,10.76,4994.0,5.205,0.821,Kepler
Kepler,K05287.01,CONFIRMED,3.98916186,28.1,4998.0,16.187,3.192,Kepler
Kepler,K05288.01,CONFIRMED,29.5632952,1.9,5595.0,0.828,0.913,Kepler
Kepler,K05289.01,CONFIRMED,181.81214,2.04,6060.0,0.925,1.008,Kepler
Kepler,K05290.01,FALSE POSITIVE,435.50635,2.06,5750.0,0.882,0.98,Kepler
Kepler,K05291.01,FALSE POSITIVE,525.560452,12.74,4954.0,3.796,1.343,Kepler
Kepler,K05292.01,CONFIRMED,43.60012467,,,,,Kepler
Kepler,K05294.01,FALSE POSITIVE,252.04444,2.49,4514.0,0.664,0.673,Kepler
Kepler,K05295.01,CONFIRMED,1.39508873,,,,,Kepler
Kepler,K05297.01,CONFIRMED,8.0906952,0.8,5374.0,0.902,0.928,Kepler
Kepler,K05298.01,CONFIRMED,1.195515364,156.91,6047.0,2.264,1.15,Kepler
Kepler,K05299.01,CONFIRMED,210.971635,2.04,5838.0,0.897,0.992,Kepler
Kepler,K05300.01,CONFIRMED,188.954072,2.46,6392.0,1.899,1.219,Kepler
Kepler,K05302.01,CONFIRMED,372.04697,2.7,6173.0,1.041,1.104,Kepler
Kepler,K05303.01,FALSE POSITIVE,438.81524,1.36,5324.0,0.755,0.739,Kepler
Kepler,K05304.01,CONFIRMED,206.309658,2.36,6028.0,1.267,1.02,Kepler
Kepler,K05305.01,CONFIRMED,8.46184728,4.92,7663.0,1.913,1.63,Kepler
Kepler,K05306.01,CONFIRMED,681.01756,1.69,6295.0,1.435,0.927,Kepler
Kepler,K05307.01,CONFIRMED,2.19509634,1.32,5799.0,0.878,0.975,Kepler
Kepler,K05309.01,CONFIRMED,141.00582791,,,,,Kepler
Kepler,K05310.01,CONFIRMED,22.2903562,1.13,5597.0,1.0,0.956,Kepler
Kepler,K05311.01,FALSE POSITIVE,73.9239955,1.64,5040.0,0.658,0.71,Kepler
Kepler,K05312.01,CONFIRMED,396.048721,13.52,5327.0,2.882,1.332,Kepler
Kepler,K05313.01,CONFIRMED,326.370361,22.6,5188.0,9.343,2.707,Kepler
Kepler,K05314.01,FALSE POSITIVE,148.666527,6.81,5155.0,3.87,1.585,Kepler
Kepler,K05315.01,FALSE POSITIVE,163.104677,2.58,5766.0,1.04,1.032,Kepler
Kepler,K05316.01,FALSE POSITIVE,1.10656965,1.09,6237.0,1.165,1.211,Kepler
Kepler,K05317.01,CONFIRMED,46.270524872,35.98,6357.0,1.072,1.061,Kepler
Kepler,K05318.01,CONFIRMED,13.4256161,1.66,6686.0,1.332,1.249,Kepler
Kepler,K05320.01,FALSE POSITIVE,357.437578,3.13,7610.0,1.862,1.693,Kepler
Kepler,K05322.01,CONFIRMED,30.928898,8.1,5029.0,5.127,1.653,Kepler
Kepler,K05323.01,FALSE POSITIVE,7.155547398,48.93,4992.0,8.052,2.096,Kepler
Kepler,K05324.01,CONFIRMED,293.392635,6.84,5203.0,3.055,1.051,Kepler
Kepler,K05325.01,FALSE POSITIVE,63.024229,1.5,5691.0,0.887,1.003,Kepler
Kepler,K05326.01,FALSE POSITIVE,506.771836,1.8,6035.0,1.283,0.903,Kepler
Kepler,K05327.01,CONFIRMED,5.43361347,2.09,3694.0,0.566,0.567,Kepler
Kepler,K05328.01,FALSE POSITIVE,44.714450094,50.54,6185.0,0.941,0.999,Kepler
Kepler,K05329.01,CONFIRMED,200.2350497,10.99,6108.0,0.997,1.072,Kepler
Kepler,K05330.01,CONFIRMED,40.8801539,0.92,3746.0,0.469,0.48,Kepler
Kepler,K05331.01,CONFIRMED,31.5034587,1.17,5269.0,0.823,0.91,Kepler
Kepler,K05332.01,CONFIRMED,22.2381062,1.09,6192.0,1.055,1.097,Kepler
Kepler,K05333.01,CONFIRMED,20.5477769,1.67,5922.0,1.057,1.095,Kepler
Kepler,K05334.01,CONFIRMED,323.972022,2.96,6002.0,1.302,1.146,Kepler
Kepler,K05335.01,CONFIRMED,1.752562808,124.23,5853.0,1.795,1.101,Kepler
Kepler,K05336.01,CONFIRMED,265.741374,3.24,6537.0,1.859,1.397,Kepler
Kepler,K05337.01,FALSE POSITIVE,470.65357,2.99,6039.0,0.951,1.027,Kepler
Kepler,K05338.01,CONFIRMED,309.19347,3.07,5504.0,0.819,0.918,Kepler
Kepler,K05339.01,FALSE POSITIVE,1.541530919,115.49,7631.0,1.937,1.564,Kepler
Kepler,K05340.01,CONFIRMED,122.713036,1.79,6244.0,1.009,1.069,Kepler
Kepler,K05341.01,CONFIRMED,15.18575582,2.26,6311.0,1.339,1.05,Kepler
Kepler,K05342.01,FALSE POSITIVE,25.50236699,,,,,Kepler
Kepler,K05343.01,CONFIRMED,290.625016,2.86,5195.0,2.409,1.151,Kepler
Kepler,K05345.01,FALSE POSITIVE,72.0153825,6.94,5099.0,5.032,1.836,Kepler
Kepler,K05346.01,CONFIRMED,21.12752693,20.93,4024.0,30.882,1.636,Kepler
Kepler,K05347.01,FALSE POSITIVE,23.9341825,1.03,4415.0,0.715,0.708,Kepler
Kepler,K05348.01,CONFIRMED,87.775799,2.44,5604.0,1.025,0.909,Kepler
TESS,5349.01,CONFIRMED,3.3176675,9.42671,3640.0,0.59,,TESS
Kepler,K05350.01,CONFIRMED,222.06409878,,,,,Kepler
Kepler,K05351.01,CONFIRMED,35.882272887,35.21,5840.0,0.812,0.898,Kepler
Kepler,K05352.01,FALSE POSITIVE,270.1430241,,,,,Kepler
Kepler,K05354.01,CONFIRMED,81.871309,1.12,6343.0,1.115,1.069,Kepler
Kepler,K05355.01,CONFIRMED,0.566805859,1.25,6413.0,1.494,1.299,Kepler
Kepler,K05356.01,FALSE POSITIVE,326.36595188,,,,,Kepler
Kepler,K05357.01,CONFIRMED,520.58269,1.94,6210.0,1.033,1.093,Kepler
Kepler,K05358.01,CONFIRMED,126.586058,1.54,6611.0,1.249,1.057,Kepler
Kepler,K05359.01,FALSE POSITIVE,2.7200197,1.53,3939.0,0.527,0.55,Kepler
Kepler,K05360.01,FALSE POSITIVE,54.595746,2.0,6014.0,1.699,1.027,Kepler
Kepler,K05362.01,CONFIRMED,150.70039392,,,,,Kepler
Kepler,K05363.01,CONFIRMED,44.48477463,,,,,Kepler
Kepler,K05364.01,FALSE POSITIVE,93.6452481,,,,,Kepler
Kepler,K05365.01,FALSE POSITIVE,585.64118,2.2,5779.0,0.901,0.993,Kepler
Kepler,K05366.01,FALSE POSITIVE,574.69029,1.26,5503.0,0.764,0.768,Kepler
Kepler,K05367.01,FALSE POSITIVE,502.98283916,,,,,Kepler
Kepler,K05368.01,FALSE POSITIVE,114.25041494,,,,,Kepler
Kepler,K05369.01,CONFIRMED,651.358046,14.58,5122.0,6.261,2.123,Kepler
Kepler,K05370.01,CONFIRMED,407.97623,4.63,7612.0,2.968,1.969,Kepler
Kepler,K05371.01,FALSE POSITIVE,33.3037881,1.14,4899.0,0.713,0.818,Kepler
Kepler,K05372.01,CONFIRMED,212.60398,1.64,5834.0,1.207,1.022,Kepler
Kepler,K05375.01,CONFIRMED,285.374561,5.94,5142.0,2.756,0.817,Kepler
Kepler,K05376.01,FALSE POSITIVE,274.553579,1.66,6267.0,1.118,0.981,Kepler
Kepler,K05377.01,FALSE POSITIVE,251.02304011,,,,,Kepler
Kepler,K05378.01,FALSE POSITIVE,1.80774253,5.29,5164.0,1.779,0.876,Kepler
Kepler,K05379.01,FALSE POSITIVE,520.655224,7.58,5227.0,4.313,1.419,Kepler
Kepler,K05380.01,FALSE POSITIVE,369.93355,3.24,6158.0,1.024,1.08,Kepler
Kepler,K05382.01,CONFIRMED,2.45649061,14.14,4870.0,8.531,0.812,Kepler
Kepler,K05383.01,FALSE POSITIVE,98.51783198,,,,,Kepler
Kepler,K05385.01,CONFIRMED,331.70918,6815.75,5282.0,0.805,0.868,Kepler
Kepler,K05386.01,CONFIRMED,575.42002,1.91,6025.0,0.949,0.922,Kepler
Kepler,K05387.01,FALSE POSITIVE,297.78282,1.17,4192.0,0.59,0.577,Kepler
Kepler,K05389.01,FALSE POSITIVE,365.739893,1.73,5420.0,0.953,0.825,Kepler
Kepler,K05390.01,CONFIRMED,104.198102,5.13,5087.0,2.024,0.857,Kepler
Kepler,K05391.01,CONFIRMED,368.72715,1.55,5401.0,0.749,0.76,Kepler
Kepler,K05392.01,CONFIRMED,0.66062715,26.13,6322.0,1.075,1.124,Kepler
Kepler,K05393.01,CONFIRMED,248.421771,18.92,4895.0,6.428,1.533,Kepler
Kepler,K05394.01,CONFIRMED,456.5734,7.88,5002.0,4.042,0.979,Kepler
Kepler,K05395.01,CONFIRMED,601.13797,1.81,5786.0,1.388,1.003,Kepler
Kepler,K05397.01,CONFIRMED,39.94344731,,,,,Kepler
Kepler,K05399.01,FALSE POSITIVE,466.90824,2.19,5340.0,0.867,0.783,Kepler
Kepler,K05400.01,CONFIRMED,218.56734012,,,,,Kepler
Kepler,K05401.01,FALSE POSITIVE,229.948531,1.09,6225.0,0.861,0.931,Kepler
Kepler,K05402.01,CONFIRMED,403.5637828,,,,,Kepler
Kepler,K05403.01,CONFIRMED,2.41172358,50.53,6363.0,1.332,1.072,Kepler
Kepler,K05404.01,FALSE POSITIVE,92.9314146,,,,,Kepler
Kepler,K05405.01,CONFIRMED,103.22293786,,,,,Kepler
Kepler,K05406.01,FALSE POSITIVE,5.71966537,0.82,6356.0,1.865,1.227,Kepler
Kepler,K05407.01,CONFIRMED,58.5029431,1.54,6525.0,1.412,1.196,Kepler
Kepler,K05408.01,FALSE POSITIVE,415.748785,3.24,5324.0,1.534,0.912,Kepler
Kepler,K05409.01,FALSE POSITIVE,36.1826854,56.41,5696.0,1.321,0.901,Kepler
Kepler,K05410.01,CONFIRMED,24.1527864,0.97,6223.0,1.095,1.073,Kepler
Kepler,K05411.01,CONFIRMED,11.1734401,1.4,7372.0,1.752,1.552,Kepler
Kepler,K05412.01,FALSE POSITIVE,472.2265706,48.18,5763.0,0.842,0.937,Kepler
Kepler,K05413.01,FALSE POSITIVE,428.379308,2.0,5574.0,0.953,0.798,Kepler
Kepler,K05414.01,FALSE POSITIVE,1.507099289,26.56,5762.0,0.801,0.892,Kepler
Kepler,K05415.01,CONFIRMED,30.2111162,4.44,5132.0,4.732,1.71,Kepler
ARCHIVE,PLANET_3342,CONFIRMED,,,,,,UNKNOWN
Kepler,K05417.01,CONFIRMED,55.249007325,60.79,6063.0,1.012,1.117,Kepler
Kepler,K05419.01,CONFIRMED,22.52907,1.39,5284.0,0.769,0.855,Kepler
Kepler,K05420.01,FALSE POSITIVE,66.247851,16.67,5214.0,6.519,1.996,Kepler
Kepler,K05421.01,FALSE POSITIVE,370.91308,1.74,5892.0,1.054,0.985,Kepler
Kepler,K05422.01,CONFIRMED,360.64485255,,,,,Kepler
Kepler,K05423.01,CONFIRMED,366.55705,2.63,5857.0,1.1,1.116,Kepler
ARCHIVE,PLANET_3349,CONFIRMED,,,,,,UNKNOWN
Kepler,K05425.01,FALSE POSITIVE,39.42516213,,,,,Kepler
Kepler,K05426.01,FALSE POSITIVE,124.887214,1.78,6103.0,1.234,0.898,Kepler
Kepler,K05427.01,CONFIRMED,0.533000886,40.94,5934.0,1.064,0.885,Kepler
Kepler,K05428.01,FALSE POSITIVE,200.35091012,,,,,Kepler
Kepler,K05430.01,CONFIRMED,99.97889,1.84,5229.0,1.725,1.048,Kepler
Kepler,K05431.01,CONFIRMED,43.08410127,,,,,Kepler
Kepler,K05432.01,CONFIRMED,230.80401566,,,,,Kepler
Kepler,K05433.01,CONFIRMED,237.819002,2.55,5878.0,1.035,1.038,Kepler
Kepler,K05435.01,FALSE POSITIVE,15.9961296,1.71,4949.0,0.777,0.855,Kepler
Kepler,K05436.01,FALSE POSITIVE,28.297207229,54.15,6327.0,1.151,0.914,Kepler
Kepler,K05437.01,CONFIRMED,213.63312404,,,,,Kepler
Kepler,K05438.01,FALSE POSITIVE,412.227551,21.53,5079.0,7.684,2.042,Kepler
Kepler,K05439.01,CONFIRMED,0.864651455,0.69,5587.0,0.851,0.952,Kepler
Kepler,K05441.01,FALSE POSITIVE,25.4805211,1.25,6250.0,0.986,1.052,Kepler
Kepler,K05442.01,FALSE POSITIVE,512.11636,1.47,5492.0,0.812,0.911,Kepler
Kepler,K05443.01,FALSE POSITIVE,348.61891,2.4,5911.0,0.914,1.006,Kepler
Kepler,K05444.01,CONFIRMED,368.70839,2.87,6409.0,0.887,0.956,Kepler
Kepler,K05445.01,FALSE POSITIVE,7.1091096,1.08,5665.0,0.82,0.916,Kepler
Kepler,K05446.01,CONFIRMED,416.9504,7.35,5751.0,2.611,1.269,Kepler
Kepler,K05448.01,CONFIRMED,7.2269859,0.79,4347.0,0.609,0.597,Kepler
Kepler,K05449.01,CONFIRMED,0.762724045,41.02,5313.0,0.976,0.854,Kepler
Kepler,K05451.01,CONFIRMED,529.39169,4.4,5283.0,2.504,1.144,Kepler
Kepler,K05452.01,FALSE POSITIVE,362.49906,2.51,6043.0,1.065,0.968,Kepler
Kepler,K05453.01,FALSE POSITIVE,190.65896,2.54,5508.0,0.835,0.9,Kepler
ARCHIVE,PLANET_3374,CONFIRMED,,,,,,UNKNOWN
Kepler,K05455.01,CONFIRMED,292.09809,2.09,5955.0,0.883,0.972,Kepler
Kepler,K05457.01,FALSE POSITIVE,578.21623,3.54,5166.0,3.244,1.529,Kepler
Kepler,K05458.01,CONFIRMED,56.648588,2.19,5023.0,0.782,0.821,Kepler
Kepler,K05459.01,CONFIRMED,53.554546,3.1,6039.0,2.622,1.442,Kepler
Kepler,K05460.01,FALSE POSITIVE,3.1748772,8.8,5116.0,1.619,0.944,Kepler
Kepler,K05461.01,FALSE POSITIVE,119.079642,17.89,4849.0,8.984,2.573,Kepler
Kepler,K05462.01,FALSE POSITIVE,371.18648,2.06,6231.0,1.152,1.054,Kepler
Kepler,K05463.01,FALSE POSITIVE,1.20608769,44.46,5657.0,1.355,1.028,Kepler
Kepler,K05464.01,FALSE POSITIVE,613.82905,2.85,5636.0,2.357,1.305,Kepler
Kepler,K05465.01,CONFIRMED,476.80454,1.12,5806.0,0.901,0.881,Kepler
ARCHIVE,PLANET_3385,CONFIRMED,,,,,,UNKNOWN
